ID,Name,Start Date,End Date,Termination Type,Department,Location
09263593,Tasha Cochran,2021-04-24,,,Marketing,"San Antonio, TX"
88231133,Courtney Rodriguez,2023-05-16,,,Engineering,"San Diego, CA"
36249846,Brittany Jenkins,2019-05-31,,,Accounting,"Dallas, TX"
39401350,Jorge Spencer,2023-12-26,,,IT,San Diego (CA)
29522802,Jennifer Sampson,2019-01-16,2021-06-06,Involuntary,Engineering,"San Antonio, TX"
46175478,James Bennett,2022-01-05,2022-05-18,Involuntary,Customer Service,"San Jose, CA"
94621923,Michael Dunn,2022-03-16,,,Customer Service,"San Diego, California"
64796439,Sarah Taylor,2023-05-15,,,Marketing,New York (New York)
63920652,Tammy Melton,2023-12-28,,,Marketing,"Dallas, Texas"
98377944,Christopher Cox,2022-05-18,,,IT,Phoenix (Arizona)
81624674,Jenna Ramsey,2019-07-10,2019-08-11,Involuntary,IT,"San Antonio, Texas"
38285504,Johnathan Davis,2023-06-30,2023-12-02,Voluntary,Sales,California - Los Angeles
21516758,Christina Bates,2020-01-01,2021-02-20,Involuntary,Marketing,TX - Dallas
79470030,Michael Roberts,2020-09-01,2023-06-11,Voluntary,Customer Service,Dallas (Texas)
26353785,Tracey White,2019-10-13,2022-01-23,Voluntary,IT,California - Los Angeles
55288256,Xavier Webb,2021-02-04,2021-04-20,Voluntary,Accounting,"Dallas, Texas"
81029074,Terry Jones,2022-12-04,,,Accounting,"San Diego, California"
58376727,Donna Freeman,2019-01-30,,,IT,Houston (Texas)
37228731,Brandy Bowman,2023-04-28,,,Engineering,"San Jose, CA"
84145534,Robert Ellison,2023-01-23,,,Engineering,San Diego (CA)
63404980,Sharon Santos,2020-04-24,,,Customer Service,"Phoenix, Arizona"
25920054,Joshua Henderson,2020-07-21,,,Engineering,"Phoenix, AZ"
84191587,Adam Cortez,2023-11-20,2023-12-19,Voluntary,Engineering,"Phoenix, Arizona"
30158812,Mitchell Griffith,2019-12-12,2022-02-09,Involuntary,IT,"Phoenix, Arizona"
72553062,Christina Patrick,2020-03-23,2022-08-02,Voluntary,Sales,"Los Angeles, CA"
93533380,Eugene Fritz,2021-11-08,2022-12-17,Voluntary,Engineering,"Philadelphia, PA"
13044890,Joel Wise,2023-11-01,,,Accounting,"Chicago, Illinois"
40165371,Steven Davis,2022-03-15,,,Sales,"Chicago, Illinois"
23524493,Suzanne Williams,2023-08-29,,,Engineering,Los Angeles (California)
02188078,Claudia Wilson,2020-06-16,2023-11-12,Voluntary,IT,"Dallas, TX"
74600072,Cindy Bradley MD,2022-06-09,2023-02-25,Voluntary,Engineering,NY - New York
79593853,Benjamin Brown,2023-04-30,,,Customer Service,San Jose (CA)
92647589,Danielle Simmons,2019-09-17,,,Marketing,Chicago (Illinois)
42127292,Maureen Lee,2022-06-15,,,IT,San Jose (CA)
59453212,Carol Ingram,2020-06-17,2021-08-19,Voluntary,Engineering,"Dallas, Texas"
51121303,Matthew Smith,2022-10-04,,,Accounting,Philadelphia (PA)
01649278,David Cervantes,2021-10-18,,,IT,Phoenix (Arizona)
27321098,Lisa Curtis,2023-02-22,,,Marketing,"San Antonio, Texas"
57337892,Michael Price,2020-06-02,,,IT,AZ - Phoenix
84292754,Emily Reed,2022-01-19,,,Marketing,"Dallas, TX"
04968689,Brittany Stevens,2020-08-26,,,Marketing,"San Jose, CA"
79991302,Carrie Petersen,2020-06-17,2021-08-17,Involuntary,Customer Service,"Houston, Texas"
48518660,Robert Burns,2022-05-08,,,Customer Service,"San Jose, California"
31514327,Vickie Kennedy,2019-12-16,,,Customer Service,"New York, New York"
59479986,James Collins,2020-03-27,2020-12-24,Involuntary,Marketing,TX - Dallas
20454106,Taylor Stark,2023-05-02,,,Accounting,"New York, NY"
26059033,Tyler Porter,2020-10-25,2022-10-12,Involuntary,Customer Service,Philadelphia (Pennsylvania)
92079206,Joshua Sims,2020-05-12,,,Marketing,"Philadelphia, PA"
58186526,Michael Young,2021-01-03,2023-07-09,Voluntary,Customer Service,Chicago (Illinois)
00553746,Angela Weeks,2021-07-19,2023-10-05,Involuntary,Accounting,California - San Jose
16936399,Robert Payne,2022-06-15,2022-07-22,Involuntary,Engineering,"Philadelphia, Pennsylvania"
36406304,Courtney Briggs,2019-07-08,,,Accounting,Illinois - Chicago
43712696,Thomas Richards,2021-03-30,,,Accounting,San Jose (California)
27619926,Peter Anderson,2021-01-20,2022-01-17,Voluntary,IT,San Jose (CA)
90853124,Julie Davis,2019-01-15,2019-11-25,Involuntary,Sales,"Philadelphia, PA"
66743429,Barbara Flores,2023-11-23,2023-12-31,Voluntary,Marketing,"New York, NY"
40201015,Steven Nguyen,2022-04-05,2022-12-08,Involuntary,Customer Service,California - San Diego
59473617,Stephanie Fields,2023-10-05,2023-12-19,Involuntary,IT,Dallas (Texas)
42091326,David Thompson,2019-08-03,,,Customer Service,Chicago (IL)
96923531,Sally Thomas,2023-01-11,2023-12-05,Voluntary,Accounting,"Chicago, Illinois"
82941829,Rebecca Clark,2021-12-31,,,Engineering,"Phoenix, Arizona"
15555977,Mark Webb,2020-11-21,2023-11-23,Involuntary,Accounting,TX - Dallas
66425801,William Cooper,2019-08-31,,,Customer Service,California - Los Angeles
79279579,Michael Peterson,2021-09-11,2021-10-24,Involuntary,Customer Service,"San Jose, California"
00054485,Dale Ryan,2020-01-09,2021-06-08,Voluntary,Customer Service,Philadelphia (Pennsylvania)
56519400,Laura Kelley,2019-01-29,2021-10-19,Involuntary,Customer Service,Texas - San Antonio
38983896,Tiffany Ray,2019-11-01,,,Sales,"Houston, Texas"
52686365,Roy King,2020-10-26,2023-09-08,Involuntary,Marketing,Philadelphia (PA)
37338125,Debra Davidson,2023-01-16,2023-07-20,Involuntary,Customer Service,"Chicago, Illinois"
94130245,Zachary Hicks,2020-09-04,2020-12-02,Involuntary,Sales,"San Jose, CA"
98739655,Brittany Snyder,2023-03-22,2023-10-25,Voluntary,Sales,"Dallas, Texas"
79151744,Christine Kennedy,2022-11-09,,,Accounting,San Jose (California)
72884347,Billy Tate,2023-09-09,2023-10-10,Involuntary,Accounting,"New York, New York"
51769857,Molly White,2020-07-13,2021-11-30,Voluntary,Accounting,"San Antonio, TX"
44988862,Samuel Wolfe,2020-01-25,2020-02-22,Voluntary,Marketing,"Los Angeles, California"
96646786,Kristen Sloan,2019-05-10,2021-12-18,Involuntary,Customer Service,"Los Angeles, California"
41562040,Kimberly Nunez,2021-08-01,2022-05-06,Voluntary,IT,Philadelphia (Pennsylvania)
17784790,Lee Barry,2022-07-20,2022-09-13,Involuntary,Customer Service,"San Jose, CA"
61862211,Tiffany Ward,2022-04-29,,,Accounting,"Philadelphia, Pennsylvania"
61113712,Christian Cross,2021-08-15,,,Sales,"San Antonio, TX"
94221979,Heather Daniels,2020-12-31,,,Customer Service,Dallas (TX)
01928066,Tina Ortiz,2021-02-17,,,Sales,San Jose (CA)
94438537,Danielle Reed,2022-04-09,2023-01-21,Involuntary,Customer Service,"Phoenix, Arizona"
07957217,Alexis Arroyo,2022-01-08,,,Engineering,Los Angeles (CA)
58104262,David Weiss,2019-12-19,,,Accounting,"Philadelphia, PA"
22859917,Nicole Roberson,2020-06-16,2023-06-19,Involuntary,Engineering,Los Angeles (CA)
46991505,Richard Gutierrez,2022-07-05,2023-03-23,Voluntary,Marketing,"San Antonio, TX"
86703418,Wanda Ingram,2019-02-13,2019-08-04,Voluntary,Sales,"Dallas, TX"
95690392,Theresa Clark,2022-05-27,,,Customer Service,IL - Chicago
94373168,Gregg Anderson,2019-08-03,2022-01-08,Involuntary,Sales,"Houston, Texas"
01419754,Robert Mills,2019-04-26,2019-05-20,Involuntary,Marketing,San Jose (California)
13311508,David Sullivan,2021-05-25,2023-07-25,Involuntary,Accounting,California - San Jose
15241575,David Smith,2020-05-08,,,Customer Service,Phoenix (Arizona)
75693189,Jamie Zhang,2023-03-03,2023-10-06,Involuntary,Marketing,"Chicago, Illinois"
91687549,Matthew Roberts,2022-06-03,2023-04-07,Involuntary,Engineering,Houston (Texas)
26809909,Jeffery York,2019-02-18,,,Accounting,California - San Diego
36670513,Trevor James,2020-09-05,2022-04-10,Involuntary,Customer Service,"Dallas, TX"
55828294,Nathaniel Rodriguez,2022-08-26,,,Marketing,New York (NY)
40044632,Tiffany Zamora,2020-10-24,2022-02-05,Involuntary,Marketing,NY - New York
04491177,Gregory Brown,2022-10-05,2023-04-18,Involuntary,Engineering,"Houston, Texas"
40998107,Amanda Morris,2022-06-23,,,Sales,"Dallas, Texas"
72937949,Anthony Randolph,2022-08-09,2023-07-20,Involuntary,IT,"Dallas, TX"
74252421,Maria Jones,2021-07-05,,,IT,"San Antonio, TX"
17720414,Amy Morse,2022-11-10,,,Marketing,AZ - Phoenix
07061038,Jessica Cobb,2023-02-25,2023-10-09,Voluntary,Sales,"Chicago, IL"
41708178,Jesse Castro,2019-09-29,,,Accounting,San Antonio (Texas)
40259504,John Francis,2023-09-15,,,Sales,"Dallas, TX"
47553015,Shelly Alexander,2023-08-25,,,IT,"Philadelphia, PA"
00435579,Darlene Miller,2021-12-21,2023-03-09,Involuntary,Accounting,"Chicago, Illinois"
84365331,Shannon Cook,2023-08-04,,,Customer Service,"Dallas, Texas"
16530522,Steven Johnson,2023-10-16,2023-11-05,Voluntary,Sales,San Diego (CA)
19984683,Douglas Trevino,2022-01-08,,,Engineering,"Phoenix, AZ"
42046365,Frank Davis,2022-05-08,,,Sales,Houston (Texas)
64382156,Jordan Tanner,2021-07-06,2022-12-11,Involuntary,IT,IL - Chicago
33204411,Anthony Mills,2021-12-08,,,Sales,San Antonio (Texas)
14490392,Mary Miller,2022-09-08,,,Marketing,Dallas (Texas)
02799320,Mary Houston,2021-10-09,,,Engineering,"Phoenix, Arizona"
20534125,Benjamin Reyes,2021-04-19,,,Accounting,"Houston, TX"
20979702,Jason Wong,2023-03-28,,,IT,New York (New York)
51799601,Earl Hall,2021-02-21,2021-07-08,Voluntary,Engineering,"San Jose, CA"
54277801,Ashley Moreno,2022-02-23,,,Marketing,Houston (Texas)
58436894,Thomas Hill Jr.,2021-04-07,2022-05-28,Involuntary,Marketing,"San Diego, California"
08907660,Michelle Brown,2023-02-24,2023-12-03,Involuntary,IT,"Houston, Texas"
99125188,Frank Francis,2020-05-22,,,Accounting,San Antonio (Texas)
60667141,Kevin Alvarado,2020-08-05,,,Accounting,AZ - Phoenix
14923248,Jessica Lucas,2021-06-24,2023-03-03,Involuntary,Engineering,"Phoenix, Arizona"
24074944,David Williams,2019-06-29,2019-08-23,Involuntary,Customer Service,New York (New York)
41630245,Betty Pollard,2020-04-01,,,Engineering,"San Diego, CA"
53518622,John Perez,2021-02-17,2022-07-09,Involuntary,IT,California - San Jose
94110264,Jodi Miller,2021-05-30,2023-03-03,Voluntary,Engineering,Philadelphia (Pennsylvania)
70576742,Tiffany Martin,2022-02-11,,,Customer Service,"San Antonio, TX"
49556258,Latoya Terry,2019-05-09,2021-04-14,Voluntary,Sales,PA - Philadelphia
65997781,Alison Delacruz,2020-07-13,,,Engineering,"New York, New York"
87095389,Alicia Perez,2019-07-09,,,Marketing,Texas - Dallas
40063880,Jeremy Lawson,2021-05-27,,,Sales,San Antonio (TX)
52925058,Brenda Cruz,2020-12-26,,,Marketing,"Los Angeles, California"
48173203,Stephen Leon,2022-09-30,2023-04-07,Voluntary,Engineering,"Phoenix, Arizona"
31025809,Travis Day,2023-04-09,2023-07-16,Voluntary,Marketing,CA - San Diego
32153443,Jeremy Nicholson,2019-07-14,2021-09-19,Involuntary,IT,"Philadelphia, PA"
70363347,Ethan Russell Jr.,2023-06-14,,,Customer Service,"Philadelphia, PA"
71988125,Peter Zhang,2019-04-28,,,IT,"Phoenix, Arizona"
24464939,Sandy Adkins,2020-01-03,,,Marketing,"Houston, Texas"
76061420,Jeffrey Taylor,2020-07-04,,,Accounting,"Phoenix, AZ"
76514084,Rebecca Clark,2022-02-07,,,Customer Service,"Phoenix, Arizona"
32823141,Victoria Benitez,2023-06-21,,,Customer Service,Chicago (Illinois)
50762669,Jonathon Stevenson,2021-11-07,2023-11-20,Voluntary,Customer Service,"San Diego, CA"
02176999,Robert Cummings,2022-05-04,2022-05-10,Voluntary,Engineering,"San Antonio, TX"
09391726,Larry Robertson,2020-08-24,2023-04-10,Involuntary,Engineering,"San Jose, California"
16143960,Kevin Cole,2022-05-06,2022-05-30,Voluntary,IT,Chicago (Illinois)
94582742,Christopher Hudson,2020-09-24,,,Sales,Houston (Texas)
08484848,Rhonda Gutierrez,2021-04-26,,,Customer Service,"Houston, Texas"
29920293,Emma Reed,2023-07-22,2023-10-05,Voluntary,Sales,"San Diego, California"
77890495,Carolyn Cordova,2022-10-18,2023-04-05,Voluntary,IT,San Antonio (TX)
06749090,Rachel Jones,2021-07-20,2022-06-03,Involuntary,Customer Service,"San Diego, California"
39613097,Rachel Yang,2022-08-06,,,Sales,"Philadelphia, Pennsylvania"
15479815,Cassandra Wood,2021-04-23,,,Customer Service,New York (New York)
16615290,Shannon Hunt,2023-12-17,,,Marketing,San Jose (California)
63995914,Anna Thompson,2022-10-26,,,Customer Service,"San Antonio, Texas"
70606504,Rachel Taylor,2021-06-26,2022-10-04,Voluntary,Accounting,"Philadelphia, Pennsylvania"
81384719,Richard Murray,2023-08-11,2023-08-30,Involuntary,Sales,"Philadelphia, PA"
11079018,Jennifer Williams,2019-11-15,,,Accounting,California - Los Angeles
29854549,Brian Fitzgerald,2021-02-25,,,Sales,Houston (TX)
77398692,Jonathan Gallagher,2021-05-26,,,Customer Service,"Chicago, IL"
17304800,Jamie Lee,2019-01-26,2019-03-30,Involuntary,Accounting,Houston (TX)
15253752,James Todd,2020-01-14,,,Engineering,"Houston, Texas"
09209641,Michael Spencer,2022-10-29,2023-06-03,Involuntary,Accounting,"San Jose, California"
61115320,Heather Bowers,2020-11-13,2023-10-28,Voluntary,Engineering,"Phoenix, Arizona"
89601934,Michael Goodman,2022-11-13,2023-12-25,Involuntary,Engineering,Houston (TX)
34788101,Felicia Krueger,2020-11-22,,,Sales,"Chicago, IL"
26246039,Jennifer Richards,2019-12-27,,,Engineering,California - Los Angeles
40302319,Alexa Johnson,2021-08-28,2022-10-28,Involuntary,IT,"Chicago, IL"
97522488,Beth Hall,2023-06-09,2023-11-16,Involuntary,Sales,"Philadelphia, Pennsylvania"
68147398,Paul Johnson,2023-04-10,,,Customer Service,"New York, New York"
53578550,Laurie Vargas,2019-08-29,,,Marketing,TX - Dallas
05505976,Nicholas Fitzgerald,2023-08-04,2023-11-28,Voluntary,Customer Service,Chicago (Illinois)
78786440,George Gregory,2022-12-30,2023-01-05,Voluntary,Marketing,"San Jose, California"
60315327,Jon Robinson,2023-10-18,,,Sales,"Houston, Texas"
40962025,Jodi Roach,2020-07-03,,,IT,San Jose (CA)
78406888,David Clark,2023-04-10,,,Marketing,"San Jose, CA"
30547350,Brandon Fleming,2022-11-29,2023-10-19,Voluntary,Marketing,"Chicago, IL"
09931718,Jeffrey Leonard,2021-10-15,,,Accounting,Los Angeles (CA)
33647880,John Johnson,2022-07-20,,,Engineering,"Chicago, Illinois"
23112257,Robert Hall,2020-05-01,2023-10-13,Voluntary,Accounting,"San Jose, California"
63733842,Kenneth Cox,2023-08-26,2023-09-01,Voluntary,Customer Service,"Phoenix, AZ"
57617562,Shannon Rogers,2019-08-27,2022-11-27,Voluntary,Engineering,"New York, NY"
74500201,Christina Smith,2022-06-05,2023-01-25,Involuntary,Customer Service,"Los Angeles, California"
11942233,Craig Davis,2023-06-25,2023-08-31,Involuntary,IT,Dallas (Texas)
81503379,Michael Perry PhD,2022-01-29,,,Engineering,"Houston, TX"
40926680,Brandi Vega,2020-05-31,,,Accounting,Houston (Texas)
18971330,Kara Blake,2023-10-27,,,Marketing,"San Diego, California"
81300906,Barbara Willis,2020-03-05,,,Engineering,"Philadelphia, Pennsylvania"
04410368,Catherine Griffin,2023-04-12,2023-06-28,Voluntary,Customer Service,"Philadelphia, Pennsylvania"
55906604,Jennifer Hancock,2022-01-07,,,Engineering,Houston (Texas)
64606834,Shannon Ramsey,2019-01-10,,,Marketing,"Chicago, IL"
75751410,Michael Henry,2019-07-16,2021-05-12,Voluntary,Marketing,San Jose (California)
94457034,Ethan Perez,2020-05-08,2020-08-16,Involuntary,Engineering,Dallas (Texas)
29254706,Jennifer Taylor,2020-05-24,,,IT,New York (New York)
52780073,Melinda Hill,2023-07-02,2023-09-16,Involuntary,IT,"Dallas, TX"
22031068,Brian Bishop,2023-08-31,2023-12-21,Involuntary,Marketing,"Phoenix, Arizona"
55907089,Linda Bautista,2022-12-31,2023-04-20,Involuntary,Customer Service,"New York, New York"
34660199,Felicia Matthews,2019-10-18,2023-09-25,Voluntary,Accounting,"Phoenix, AZ"
42074851,Andres Marshall,2020-08-11,,,Marketing,"San Diego, CA"
05879579,Tammy Williams MD,2022-06-18,,,Sales,"Philadelphia, Pennsylvania"
16782478,Jennifer Tran,2019-12-30,2021-09-25,Involuntary,IT,Phoenix (Arizona)
88707800,Chad Escobar,2023-08-11,,,Marketing,TX - Houston
90152736,Karla Ramos,2023-06-04,,,Sales,Texas - Dallas
73514772,Kimberly Cochran,2021-02-06,,,Customer Service,"Phoenix, Arizona"
32775625,Christine Lopez,2020-01-19,,,Accounting,"San Diego, CA"
08846540,Crystal Meza,2021-06-01,,,Customer Service,"San Diego, California"
59345684,Susan Thompson,2021-12-08,2023-12-16,Involuntary,Accounting,New York (New York)
97980170,Elizabeth Marks,2021-11-07,2022-11-05,Involuntary,Sales,"New York, New York"
12485825,Theresa Knight,2020-01-03,2022-08-26,Voluntary,Engineering,"Dallas, Texas"
30097637,Maria Olson,2020-04-21,2020-07-14,Involuntary,Marketing,"New York, New York"
73886265,Andre Cortez,2023-03-31,,,Customer Service,Chicago (IL)
94975378,Manuel Diaz,2019-02-09,,,Engineering,"San Jose, CA"
17152189,Gregory Madden,2023-05-17,2023-09-14,Voluntary,Sales,"Phoenix, AZ"
43038949,Jacqueline Banks,2021-06-17,2023-03-30,Voluntary,Marketing,Phoenix (AZ)
05453835,Kimberly Grant,2020-02-13,2021-06-09,Involuntary,Sales,Los Angeles (CA)
57889259,Jonathan Howe,2020-09-26,,,Marketing,"Dallas, TX"
42169045,Paul Lewis,2020-02-02,,,Customer Service,"Dallas, Texas"
20796390,Sarah Martin,2021-08-21,,,Sales,Phoenix (Arizona)
95647456,Natalie Huff,2019-06-09,,,Sales,"Los Angeles, California"
83917081,Thomas Hunt,2022-02-02,,,IT,"New York, NY"
08808387,Jason Greene,2022-08-06,,,Accounting,"San Diego, California"
29732677,Teresa Velasquez,2021-07-09,2023-01-27,Involuntary,IT,"New York, New York"
06534021,Scott Hamilton,2020-05-05,2021-06-13,Involuntary,Engineering,Los Angeles (California)
87447791,Deborah Shaw,2019-09-02,,,Customer Service,California - Los Angeles
54776387,Kristen Jones,2023-05-29,2023-11-22,Involuntary,Customer Service,New York (New York)
97286894,Michael Valencia,2022-09-30,,,Accounting,Dallas (TX)
65874780,Jody Rice,2023-12-29,,,Customer Service,"Phoenix, Arizona"
27133024,Rodney Nichols,2023-09-13,,,IT,San Diego (California)
34616301,Vanessa Walker,2019-07-23,2022-10-04,Involuntary,Accounting,"Dallas, Texas"
90890723,Emily Smith,2022-03-03,,,Engineering,"Houston, TX"
16966693,Kathleen Garcia,2020-12-03,2021-07-30,Involuntary,Marketing,"San Jose, California"
20144024,Shawn Doyle,2020-07-02,,,Engineering,San Antonio (Texas)
46802957,Donna Carter,2019-11-23,,,Accounting,CA - San Jose
67430082,Adam Merritt,2020-01-17,,,Engineering,AZ - Phoenix
17172372,Sandra Mccoy,2020-03-21,,,Engineering,New York (NY)
02015180,Ann Hansen,2020-01-31,,,Marketing,"Phoenix, Arizona"
96088284,Laura Larson,2019-10-31,,,Marketing,California - San Diego
07772005,Amy Montgomery,2019-09-13,2021-02-05,Involuntary,Marketing,"Chicago, IL"
30173414,Megan Adams,2019-04-29,,,Engineering,San Antonio (Texas)
59427401,Gloria Lynch,2023-02-10,,,Engineering,San Jose (California)
83881232,Brooke Wilson,2022-07-14,2022-12-02,Voluntary,Marketing,"San Diego, CA"
78212292,Darlene Sanchez,2020-11-03,,,Marketing,"San Jose, California"
19776802,James Stevens,2019-08-07,2021-09-25,Voluntary,Marketing,Los Angeles (CA)
07440912,Craig Raymond,2021-03-08,2021-07-09,Involuntary,IT,San Jose (California)
18220580,Andrew Lewis,2019-05-11,2022-12-05,Voluntary,Customer Service,Los Angeles (California)
40384525,Zachary Nelson,2023-07-01,2023-08-29,Involuntary,Customer Service,"San Diego, CA"
99139120,Paul Stephens,2023-11-21,2023-12-03,Involuntary,Accounting,"Phoenix, AZ"
58843285,Kenneth Clark,2020-09-05,2021-02-03,Voluntary,Customer Service,"Phoenix, AZ"
77181564,Heidi Baldwin,2023-07-20,,,Engineering,"Houston, Texas"
02866550,Ethan Frey,2021-09-04,2021-12-02,Voluntary,Marketing,Texas - Houston
60814321,Christopher Hodges,2019-10-07,2021-04-30,Voluntary,Customer Service,"Los Angeles, California"
16288476,David Robinson,2021-10-31,2022-08-14,Voluntary,Sales,AZ - Phoenix
60897766,Jamie Walton,2019-07-23,,,Accounting,Dallas (TX)
29955392,Cory Barrett,2023-05-19,2023-06-04,Voluntary,Sales,Houston (Texas)
29557078,Kevin Walters,2020-03-29,2021-12-20,Voluntary,Engineering,San Jose (California)
31478467,Rhonda Allen,2022-12-21,2023-12-12,Involuntary,Accounting,Los Angeles (California)
42441046,Jacob Peters,2020-05-10,2022-10-28,Involuntary,Marketing,"San Jose, California"
25878708,Vanessa Zimmerman,2019-07-22,2021-02-17,Voluntary,Engineering,"San Diego, CA"
98190814,Michael Phillips,2020-08-02,,,IT,"Phoenix, AZ"
71601128,Sharon Choi,2021-03-20,2021-09-18,Involuntary,Marketing,"Chicago, Illinois"
97607801,Jason Colon,2019-11-09,,,Marketing,"New York, New York"
99264209,Joe Page,2022-01-29,,,Sales,"Dallas, Texas"
90150300,Mike Berry,2022-03-08,2023-07-19,Involuntary,Sales,"Chicago, IL"
37616750,Jon Green,2019-03-31,,,IT,"Dallas, TX"
66756251,Jennifer Walker,2022-04-09,2022-10-27,Voluntary,Engineering,New York (NY)
34971669,David Roy,2021-11-08,,,IT,TX - Dallas
86710378,Melissa Pierce,2022-02-04,,,Customer Service,Los Angeles (CA)
10447169,Vanessa Cunningham,2020-04-05,,,Sales,"Houston, Texas"
79694802,Tammy Lopez,2021-07-05,,,Sales,TX - Houston
46324313,Charles Ford,2022-09-17,,,Customer Service,San Diego (CA)
26724062,Angel Becker DVM,2023-07-02,,,IT,"Los Angeles, California"
56192231,Amy Mcdaniel,2023-08-07,,,Sales,CA - San Jose
09893107,Robert Gonzalez,2023-03-13,2023-07-13,Involuntary,IT,Pennsylvania - Philadelphia
28410964,Melissa Lawson,2023-03-03,,,Accounting,"Phoenix, Arizona"
76710259,Charles Harper,2020-03-11,,,IT,"Houston, TX"
92291119,Michael Stanley,2022-10-22,2023-04-22,Voluntary,IT,"Phoenix, AZ"
91858556,Kevin Escobar,2021-05-15,2022-09-23,Involuntary,Sales,"San Jose, CA"
69159800,Joshua Miranda,2023-03-12,,,Customer Service,San Diego (CA)
40448812,Matthew Lucas,2020-03-04,,,Marketing,"San Jose, CA"
49333295,Kelly Moore,2021-12-18,,,Engineering,"Chicago, Illinois"
14219638,Anna Jackson,2021-12-03,,,Accounting,"Los Angeles, California"
07032878,Michael Henderson,2023-06-05,2023-09-07,Involuntary,Engineering,San Diego (CA)
98046764,Patrick Moore,2022-02-10,2023-03-14,Involuntary,Engineering,Illinois - Chicago
55135988,Lucas Nguyen,2019-03-11,2020-03-09,Involuntary,Accounting,"Chicago, Illinois"
85133533,Michelle Holden,2020-04-01,,,Accounting,"Philadelphia, Pennsylvania"
00026257,Anthony Werner,2019-10-10,2020-09-22,Voluntary,Sales,"Phoenix, Arizona"
00344740,Alexis Weeks,2020-04-27,,,Sales,San Antonio (TX)
21473055,Toni Whitaker,2020-10-12,,,Engineering,Houston (Texas)
31270806,James Haley,2019-10-13,,,Sales,"Dallas, TX"
35026811,Christine Johnson,2020-07-17,2023-02-11,Voluntary,Accounting,San Diego (California)
10109438,Samuel Prince,2023-07-03,,,Sales,"Phoenix, Arizona"
62372115,Austin Baker,2019-09-23,,,Marketing,Texas - Houston
33513554,Tyler Cole,2021-06-28,,,Marketing,NY - New York
96074612,Cheryl Sandoval,2022-05-11,2022-12-15,Voluntary,IT,Philadelphia (Pennsylvania)
90770855,David Simpson,2020-05-17,2020-12-29,Voluntary,IT,Houston (TX)
34999380,Debra White,2023-07-19,,,IT,San Jose (California)
83332411,Mitchell Jones,2023-08-19,2023-08-23,Voluntary,IT,Chicago (IL)
34439002,Kimberly Ponce,2023-11-24,,,Engineering,"San Diego, California"
93074375,Greg Wood,2019-06-30,2022-02-19,Voluntary,Engineering,"San Jose, CA"
03012657,Bradley Walker,2022-03-12,2022-04-23,Involuntary,Sales,San Antonio (TX)
20499967,Angela Nelson,2021-12-15,,,IT,"San Diego, CA"
34856448,Paul Stephens,2020-08-26,,,Engineering,"Philadelphia, PA"
22099900,Joe Greene,2019-08-11,,,Accounting,"Chicago, IL"
50903956,Mr. Antonio Yang,2019-12-15,2021-11-01,Voluntary,Customer Service,"San Diego, CA"
63519948,Cynthia Green,2021-02-03,2021-02-16,Voluntary,Engineering,New York (NY)
37771253,Erika Moore,2021-09-06,,,Sales,"Chicago, Illinois"
48347795,Elizabeth Serrano,2021-08-13,,,Engineering,"San Diego, CA"
95957352,Darren Reyes,2021-04-07,2023-08-01,Involuntary,Engineering,"Philadelphia, PA"
56388891,Trevor Shepherd,2019-09-23,2021-12-26,Involuntary,Accounting,"San Diego, CA"
35296616,Robert Fischer,2022-01-11,2022-01-17,Voluntary,Sales,Phoenix (AZ)
45992560,Joshua Herrera,2023-02-25,2023-02-28,Involuntary,Marketing,"Chicago, IL"
85704632,Emily Reed,2019-10-05,2021-08-29,Voluntary,Customer Service,"Philadelphia, PA"
80154283,Leslie Greer DVM,2022-09-15,2023-08-19,Involuntary,Sales,"Phoenix, AZ"
54543050,Kaylee Hays,2020-10-27,,,Sales,"Chicago, Illinois"
82228803,James Webster,2022-07-07,,,Customer Service,Pennsylvania - Philadelphia
54932614,Timothy Melton,2019-08-22,,,Marketing,Philadelphia (PA)
80381833,Heidi Stewart,2019-09-09,,,Customer Service,Chicago (IL)
07049545,Jordan Jones,2023-04-26,2023-09-07,Involuntary,IT,San Diego (California)
29667855,Jamie Mayer,2021-12-09,,,Marketing,"San Antonio, Texas"
73832718,Brittany Davis,2019-03-30,2023-12-29,Voluntary,IT,"Dallas, Texas"
54423997,Jenny Gray,2021-03-03,,,Accounting,Houston (TX)
33204999,Christopher Humphrey,2020-02-05,,,Marketing,"Chicago, IL"
85982335,Kristen Taylor,2023-11-20,2023-12-31,Involuntary,Accounting,Los Angeles (California)
11964335,Jordan Baxter,2023-05-26,2023-08-03,Involuntary,Accounting,"New York, New York"
73763372,Terry Carr,2020-09-18,,,Customer Service,"Dallas, TX"
04346339,Catherine Holland,2021-10-27,2023-12-10,Involuntary,Customer Service,Houston (Texas)
11771256,Elizabeth Green,2022-03-22,2023-01-04,Voluntary,Sales,"Dallas, Texas"
87219986,Deborah Wood,2023-10-24,2023-10-27,Voluntary,Marketing,Texas - Houston
63960039,David Fernandez,2022-09-26,,,Sales,"Chicago, IL"
94004068,Cassandra Moreno,2022-11-10,2023-07-19,Voluntary,Marketing,San Jose (CA)
19659693,Audrey Richardson,2020-05-18,,,Marketing,"Phoenix, Arizona"
43855683,Juan Carroll,2020-06-29,2022-06-24,Involuntary,Customer Service,Dallas (TX)
